CHOP,20101105,6.2,6.35,6.16,6.3,97900
CHOPW,20101105,1.25,1.32,1.25,1.3,58600
CHRM,20101105,12,12.6,10.91,12.23,49800
CHRS,20101105,3.53,3.64,3.52,3.53,1999800
CHRW,20101105,72.3,72.46,71.41,71.79,944400
CHSCP,20101105,29,29,28.82,28.9,8000
CHSI,20101105,43.57,43.8,42.53,43.44,317000
CHTP,20101105,4.93,4.98,4.8,4.86,224700
CHTR,20101105,35.9,36.35,34.59,35.72,63700
CHUX,20101105,7.11,7.41,6.83,7.28,270300
CHYR,20101105,1.62,1.9,1.62,1.83,35700
CIDM,20101105,1.56,1.56,1.4,1.54,38800
CIEN,20101105,14.26,14.44,14,14.37,4851800
CIGX,20101105,1.81,1.82,1.76,1.78,1058000
CIIC,20101105,0.58,0.58,0.55,0.57,77100
CIMT,20101105,1.71,1.73,1.7,1.7,2700
CINF,20101105,30.92,31.24,30.54,30.74,1013200
CISG,20101105,22.51,23.98,22.51,22.84,1528800
CITZ,20101105,5.07,5.55,5.07,5.38,2600
CJJD,20101105,5.38,5.38,5.06,5.19,27500
CKEC,20101105,8.06,8.35,7.85,8.24,89700
CKSW,20101105,6.62,6.69,6.55,6.57,55700
CKXE,20101105,4.28,4.3,4.07,4.08,142700
CLBH,20101105,2.69,2.69,2.69,2.69,300
CLCT,20101105,16.25,16.25,13.73,15.5,238200
CLDA,20101105,19.35,19.56,19.11,19.29,79900
CLDX,20101105,4.55,4.73,4.54,4.7,329000
CLFC,20101105,5.75,5.95,5.75,5.86,143400
CLFD,20101105,2.87,2.98,2.84,2.97,10500
CLMS,20101105,12.51,12.71,12.26,12.37,152200
CLMT,20101105,21.03,21.5,20.63,21.11,226700
CLNE,20101105,15.73,15.74,15.08,15.35,860700
CLRO,20101105,3.14,3.5,3.14,3.45,16000
CLRT,20101105,4.98,4.99,4.98,4.99,1469000
CLSN,20101105,3.04,3.05,2.95,2.97,70400
CLUB,20101105,3.16,3.18,3.04,3.17,188700
CLWR,20101105,6.37,7.06,6.02,6.93,13013600
CLWT,20101105,1.3,1.3,1.25,1.28,24000
CMCO,20101105,18.46,18.66,18.15,18.26,55000
CMCSA,20101105,21.02,21.16,20.88,21.04,11258900
CMCSK,20101105,19.82,19.98,19.74,19.86,3239600
CME,20101105,296.19,299.49,292.72,295.03,507800
CMED,20101105,12.15,12.3,12.1,12.28,151300
CMLS,20101105,3.84,3.93,3.71,3.91,68000
CMRG,20101105,5.01,5.14,4.95,5.13,162000
CMRO,20101105,1.45,1.45,1.4,1.4,10000
CMTL,20101105,31.5,31.51,30.94,31.5,341300
CNBC,20101105,7.82,8.1,7.82,8.01,27600
CNBKA,20101105,24.5,24.5,23.96,24.25,1800
CNET,20101105,4.1,4.15,3.9,4.15,5400
CNIC,20101105,2.5,2.5,2.45,2.45,1300
CNIT,20101105,6.34,6.34,6.3,6.31,198800
CNLG,20101105,0.59,0.61,0.58,0.61,42100
CNMD,20101105,22.44,22.58,22.3,22.39,196200
CNQR,20101105,53.81,54.71,53.79,54.05,358100
CNSL,20101105,18.76,18.76,18.23,18.52,234500
CNST,20101105,2.5,2.63,2.32,2.51,46100
CNTF,20101105,4.07,4.07,3.99,4.02,78300
CNTY,20101105,2.33,2.45,2.3,2.4,43200
CNVO,20101105,9,9.24,8.65,9.07,7300
CNXT,20101105,1.45,1.51,1.45,1.46,1005700
CNYD,20101105,12.8,12.8,12.5,12.78,29700
COBR,20101105,2.07,2.24,2.06,2.24,5300
COBZ,20101105,4.98,5.25,4.98,5.24,106600
COCO,20101105,4.02,4.09,3.91,4.03,5225300
COGO,20101105,7.65,7.86,7.5,7.8,571000
COGT,20101105,10.5,10.5,10.48,10.49,510300
COHR,20101105,45,46.12,44.16,44.85,250100
COHU,20101105,15.24,15.3,14.92,15.26,64000
COIN,20101105,0.48,0.48,0.45,0.46,906700
COINW,20101105,0.1,0.1,0.1,0.1,16300
COINZ,20101105,0.06,0.08,0.06,0.06,6600
COKE,20101105,55.71,55.72,55.01,55.7,9100
COLB,20101105,18.75,19.48,18.6,19.1,289200
COLM,20101105,53.68,54.35,53.62,54.16,70100
COMV,20101105,8.04,8.04,7.37,7.45,462400
CONN,20101105,3.85,4.02,3.78,4,271700
COOL,20101105,0.69,0.69,0.62,0.66,31700
CORE,20101105,34,34,33.69,33.86,25800
CORT,20101105,3.72,3.72,3.59,3.72,66800
COSI,20101105,1.2,1.3,1.2,1.23,82600
COST,20101105,65.53,66.04,65.23,65.4,3039800
COWN,20101105,4.12,4.23,4.09,4.21,247400
CPBC,20101105,4.9,4.9,4.9,4.9,3000
CPEX,20101105,23.4,23.53,23.3,23.5,10500
CPHC,20101105,9.15,10.4,9.15,10.1,6200
CPHD,20101105,21.37,21.95,21.22,21.93,682300
CPII,20101105,14.61,14.7,14.49,14.56,11400
CPIX,20101105,6.9,7.16,6.81,7.1,90100
CPKI,20101105,17.34,17.5,17.17,17.22,73600
CPLA,20101105,53.47,55,53.27,54.61,171700
CPLP,20101105,8.6,8.76,8.55,8.7,219500
CPNO,20101105,27.7,28.69,27.57,28.56,533000
CPRT,20101105,34.41,34.51,34.14,34.49,336600
CPRX,20101105,1.09,1.11,1.09,1.09,57800
CPSI,20101105,47.68,47.9,47.47,47.61,17700
CPSL,20101105,1.57,1.64,1.57,1.64,312300
CPSS,20101105,0.71,0.86,0.71,0.85,44500
CPST,20101105,0.79,0.79,0.77,0.79,787700
CPTS,20101105,14.4,14.95,14.28,14.95,203100
CPWM,20101105,5.41,5.6,5.3,5.55,145900
CPWR,20101105,10.24,10.38,10.2,10.28,2173000
CRA,20101105,5.66,5.88,5.55,5.82,1548300
CRAI,20101105,21.6,21.61,21.13,21.17,9300
CRAY,20101105,6.27,6.27,5.8,5.89,385400
CRBC,20101105,0.67,0.69,0.65,0.65,3043700
CRDC,20101105,2.3,2.3,2.27,2.3,13800
CRDN,20101105,25.25,25.6,25.05,25.51,134800
CRED,20101105,8,8.14,8,8.02,46800
CREE,20101105,54.73,54.9,53.75,54.49,2567600
CREG,20101105,3.22,3.28,3.22,3.28,16000
CRESW,20101105,0.31,0.31,0.3,0.3,12400
CRESY,20101105,19.95,19.98,19.7,19.88,136800
CRFN,20101105,2.5,2.67,2.3,2.53,36500
CRIC,20101105,10.01,10.04,9.58,9.65,163600
CRIS,20101105,1.69,1.74,1.59,1.67,451100
CRME,20101105,4.72,4.83,4.55,4.8,507100
CRMT,20101105,28.51,29.23,28.29,28.74,45500
CRNT,20101105,11.12,11.15,10.57,10.95,452200
CROX,20101105,14.3,14.75,13.86,14.46,9534400
CRRC,20101105,15.53,15.7,15.36,15.48,51000
CRTP,20101105,3.12,3.35,3.12,3.19,134000
CRTX,20101105,6.85,6.85,6.47,6.72,82100
CRUS,20101105,13.19,13.94,13.16,13.89,10322600
CRVL,20101105,46,46.17,45.49,46,12600
CRWN,20101105,2.8,2.8,2.6,2.7,93500
CRWS,20101105,5.25,5.64,5.25,5.54,9600
CRXL,20101105,32.57,32.66,32.4,32.5,63000
CRYP,20101105,1.27,1.3,1.25,1.27,20700
CRZO,20101105,24.64,24.85,24.29,24.49,289400
CSBK,20101105,9.24,9.24,9.06,9.23,9700
CSCD,20101105,3.5,3.6,3.49,3.49,10100
CSCO,20101105,24.26,24.34,23.88,24.26,41012200
CSCX,20101105,2.27,2.28,2.27,2.27,54300
CSFL,20101105,6.98,7.09,6.98,7.04,151600
CSGP,20101105,51.95,53,51.95,52.91,139900
CSGS,20101105,20.15,20.28,19.94,20.2,143100
CSHB,20101105,0.64,0.64,0.54,0.56,2700
CSII,20101105,6.83,7.4,6.83,7.22,98800
CSIQ,20101105,16.04,16.1,15.51,15.85,1292000
CSKI,20101105,9.55,9.77,9.26,9.69,107300
CSPI,20101105,4.5,4.58,4.5,4.54,14200
CSTR,20101105,62.37,62.38,61.15,61.74,868500
CSUN,20101105,4.79,4.81,4.68,4.7,279700
CSWC,20101105,106.61,106.61,103.99,104,2600
CTAS,20101105,28.24,28.34,28.1,28.2,546100
CTBC,20101105,4.75,5.35,4.75,5.35,2700
CTBI,20101105,27.6,27.95,27.55,27.87,34200
CTCH,20101105,3.65,3.75,3.52,3.72,26500
CTCM,20101105,23.94,23.94,23.21,23.53,353100
CTCT,20101105,24.31,24.35,23.91,24.04,411700
CTDC,20101105,2.24,2.5,2.22,2.33,51500
CTE,20101105,6.48,6.79,6.3,6.55,585200
CTEL,20101105,13.11,13.12,12.8,12.8,42700
CTFO,20101105,6.3,6.39,6.15,6.18,122900
CTGX,20101105,8.81,9,8.57,8.96,32600
CTHR,20101105,2.09,2.15,2.09,2.13,17000
CTIB,20101105,8.78,9.2,8.7,8.84,30700
CTIC,20101105,0.39,0.39,0.38,0.38,2228900
CTRN,20101105,20.8,21.21,20.58,20.91,122800
CTRP,20101105,47.28,48.96,47.25,47.52,1851600
CTSH,20101105,64.35,64.5,63.11,63.36,2848100
CTWS,20101105,25.1,25.1,24.52,25.03,13500
CTXS,20101105,66.31,66.31,64.65,65.31,1955100
CU,20101105,40.24,40.3,39.65,39.96,53500
CUBA,20101105,7.04,7.09,7.02,7.08,17200
CUTR,20101105,7.22,7.3,7.15,7.28,100600
CVBF,20101105,8.34,8.68,8.25,8.49,655100
CVBK,20101105,0.93,0.99,0.9,0.9,7000
CVCO,20101105,37.39,37.51,36.19,36.56,12300
CVCY,20101105,5.95,6,5.79,5.99,2600
CVGI,20101105,15.65,15.65,14.95,15.53,372500
CVGW,20101105,23.01,23.01,22.77,22.86,33000
CVLT,20101105,29.81,30.4,29.81,30.2,598200
CVLY,20101105,9.13,9.25,8.75,9.2,1900
CVTI,20101105,8.07,8.27,8.03,8.18,27900
CVV,20101105,8.11,8.4,8.06,8.28,13800
CVVT,20101105,10.46,10.73,10.14,10.5,512500
CWBC,20101105,3.3,3.3,3.3,3.3,3100
CWBS,20101105,2.29,2.49,2.15,2.38,5300
CWCO,20101105,10.34,10.48,10.1,10.2,31000
CWEI,20101105,66.76,69.09,66.76,68.99,73500
CWS,20101105,4.66,4.66,4.52,4.64,40000
CWST,20101105,4.87,4.87,4.79,4.87,53800
CWTR,20101105,3.52,3.57,3.52,3.54,1109100
CXDC,20101105,5.47,5.47,5.25,5.31,61300
CXPO,20101105,2.95,2.99,2.92,2.98,53800
CY,20101105,15.05,15.45,14.86,15.33,5243600
CYAN,20101105,2.01,2.11,2.01,2.08,12500
CYBE,20101105,7.22,7.36,7,7.2,13600
CYBI,20101105,1.37,1.43,1.37,1.43,2800
CYBX,20101105,27.12,27.29,26.83,27.25,158800
CYCC,20101105,1.59,1.61,1.59,1.6,417000
CYDE,20101105,3.35,3.8,3.2,3.75,135700
CYMI,20101105,38.62,39.06,38.52,39.01,165200
CYNO,20101105,10.75,10.85,10.39,10.85,16500
CYOU,20101105,32.4,32.48,31.62,31.95,204000
CYPB,20101105,4.11,4.11,4,4.02,133300
CYTK,20101105,2.54,2.54,2.39,2.4,238300
CYTR,20101105,0.91,0.91,0.85,0.86,213600
CYTX,20101105,4.67,4.69,4.45,4.49,843500
CYTXW,20101105,3.5,3.5,3.2,3.39,5600
CZFC,20101105,7.2,7.5,7.2,7.5,7100
CZNC,20101105,15.71,15.84,15.28,15.6,15300
DAIO,20101105,5.63,5.81,5.52,5.81,47100
DAKT,20101105,11.9,11.95,11.66,11.81,289600
DARA,20101105,2.32,2.39,2.23,2.26,28300
DAVE,20101105,9.07,9.17,9,9.12,24500
DBLE,20101105,4.59,4.74,4.59,4.73,90300
DBLEP,20101105,25.55,25.82,25.3,25.32,5200
DBRN,20101105,23.9,24.32,23.75,24.3,1701200
DCOM,20101105,15.21,15.62,15.06,15.35,136500
DCTH,20101105,8.6,8.98,8.45,8.63,1708400
DDIC,20101105,10.34,10.93,10.07,10.74,298700
DDMX,20101105,21.11,21.15,21.07,21.08,582100
DDSS,20101105,1.06,1.07,1.06,1.07,132500
DEAR,20101105,1.8,1.84,1.68,1.73,109400
DECK,20101105,59.64,62.66,59.56,62.56,1730300
DEER,20101105,11.76,11.82,11.58,11.62,238900
DELL,20101105,14.52,14.59,14.19,14.46,28480200
DENN,20101105,3.48,3.51,3.46,3.49,1092500
DEPO,20101105,5.06,5.12,5.03,5.11,396700
DEST,20101105,39,39,38.24,38.29,8800
DFR,20101105,6.43,6.75,6.33,6.75,6200
DFZ,20101105,10.73,10.74,10.5,10.66,21500
DGAS,20101105,30.28,30.48,30.11,30.48,1800
DGICA,20101105,14.47,14.65,14.26,14.58,21600
DGII,20101105,10.45,10.55,10.33,10.44,41200
DGIT,20101105,28.12,28.7,27.41,27.74,489000
DGLY,20101105,1.7,1.73,1.62,1.72,192800
DHFT,20101105,9.25,9.48,9.25,9.39,33400
DHIL,20101105,83.92,86.15,79.49,81.67,31000
DHRM,20101105,5.01,5.78,5.01,5.6,27800
DIET,20101105,0.75,0.75,0.69,0.7,27100
DINE,20101105,13.75,13.75,13.66,13.7,2400
DIOD,20101105,22.9,23.42,22.77,23.3,414000
DISCA,20101105,41.99,42.15,41.07,41.11,2485000
DISCB,20101105,41.4,41.4,41.4,41.4,100
DISCK,20101105,36.52,36.52,35.61,35.63,700100
DISH,20101105,20.58,21.5,20.58,20.81,5134300
DITC,20101105,1.46,1.48,1.43,1.48,14300
DJSP,20101105,0.78,0.78,0.65,0.67,372700
DJSPU,20101105,1.97,2.15,1.97,2.05,1400
DJSPW,20101105,0.07,0.07,0.04,0.05,244300
DLGC,20101105,5.71,5.76,5.7,5.75,8600
DLIA,20101105,1.8,1.9,1.76,1.9,93700
DLLR,20101105,25.46,25.76,25.1,25.41,96500
DLTR,20101105,52.43,53.2,52.38,52.98,805300
DMAN,20101105,10.59,10.7,10.38,10.53,97200
DMED,20101105,4.76,4.76,4.76,4.76,700
DMLP,20101105,28,28,27.27,27.83,65400
DMND,20101105,44.39,44.88,44.01,44.6,127600
DMRC,20101105,27.51,27.51,27.08,27.09,8900
DNBF,20101105,8.9,8.9,8.03,8.16,3500
DNBK,20101105,15.4,15.49,15.26,15.49,29200
DNDN,20101105,36.7,36.79,34.97,35.07,4124500
DNEX,20101105,93,93.27,91.32,92.96,95300
DORM,20101105,41.6,42,40.39,41.61,110200
DOVR,20101105,3.1,3.33,3.1,3.33,2600
DPTR,20101105,0.79,0.8,0.78,0.79,868900
DRAD,20101105,1.9,2.05,1.89,2.05,178300
DRAM,20101105,2.45,2.5,2.41,2.43,46500
DRCO,20101105,11.62,11.69,11.4,11.69,14500
DRIV,20101105,37.72,37.84,37.38,37.46,280200
DROOY,20101105,5.04,5.04,4.86,4.94,107900
DRRX,20101105,2.74,2.75,2.67,2.72,136900
DRWI,20101105,7.97,8.29,7.48,7.69,2303100
DRYS,20101105,4.37,4.76,4.37,4.69,27785500
DSCI,20101105,5,5,4.81,4.84,7600
DSCM,20101105,1.65,1.7,1.62,1.68,1038800
DSCO,20101105,0.21,0.22,0.2,0.21,1529500
DSGX,20101105,6.52,6.79,6.52,6.73,23200
DSPG,20101105,7.49,7.54,7.37,7.48,61500
DSTI,20101105,2.05,2.2,2.04,2.09,195200
DSWL,20101105,3.52,3.54,3.5,3.52,22800
DTLK,20101105,3.98,4.31,3.98,4,49100
DTSI,20101105,40.6,41.57,40.51,41.43,122700
DTV,20101105,42.55,42.72,42.1,42.72,7812000
DUCK,20101105,12,12,11.65,12,17700
DUSA,20101105,2.75,2.75,2.51,2.57,163500
DVAX,20101105,2.06,2.1,2.03,2.06,789400
DVOX,20101105,5.55,5.7,5.41,5.69,78400
DWA,20101105,36.39,36.39,35.15,35.42,1880100
DWCH,20101105,2.74,2.75,2.68,2.74,900
DWMT,20101105,10.3,10.3,10.3,10.3,1200
DWSN,20101105,27.5,27.5,26.78,27.19,16600
DXCM,20101105,10.25,11.69,9.91,10.85,7376500
DXPE,20101105,20.96,21.14,20.89,21.02,114900
DXYN,20101105,3.48,3.48,3.48,3.48,400
DYAX,20101105,2.38,2.43,2.3,2.41,404600
DYII,20101105,2.01,2.16,2.01,2.1,7100
DYNT,20101105,0.71,0.71,0.71,0.71,2200
EBAY,20101105,30.18,30.93,30.14,30.86,16734900
EBIX,20101105,25.05,25.45,25.01,25.18,618500
EBMT,20101105,10.07,10.07,10.07,10.07,100
EBSB,20101105,10.9,10.9,10.78,10.81,10900
EBTC,20101105,11.45,11.95,11.43,11.95,7600
EBTX,20101105,8.42,8.52,8.13,8.18,6800
ECBE,20101105,13.3,13.3,13.3,13.3,1400
ECGI,20101105,0.82,0.88,0.82,0.88,2300
ECHO,20101105,12,12.13,11.57,11.9,347200
ECOL,20101105,16.97,17.03,16.79,16.89,50900
ECPG,20101105,20.61,20.61,20.1,20.26,61500
ECTY,20101105,4.11,4.12,3.9,3.93,78300
EDAC,20101105,3.53,3.53,3.34,3.44,28700
EDAP,20101105,2.44,2.5,2.4,2.44,18400
EDGR,20101105,1.21,1.28,1.21,1.25,19800
EDGW,20101105,2.92,2.97,2.8,2.95,23800
EDMC,20101105,13.08,13.64,13.04,13.34,211200
EDS,20101105,9,9.04,8.62,9.03,200100
EDSWW,20101105,4.1,4.1,3.5,4.08,23700
EDUC,20101105,6.6,6.65,6.1,6.65,3200
EEFT,20101105,18.16,18.16,17.75,18.12,239700
EEI,20101105,13.25,13.65,13.1,13.5,4500
EFII,20101105,14.3,14.71,14.15,14.58,301800
EFOI,20101105,1.1,1.2,1.05,1.13,77900
EFSC,20101105,10.5,10.57,9.99,10.51,56900
EFUT,20101105,6.4,6.4,6.25,6.4,11500
EGBN,20101105,12.96,13,12.61,12.86,20600
EGHT,20101105,2.92,3.01,2.87,2.98,1093000
EGLE,20101105,5.25,5.43,5.25,5.38,1635700
EGOV,20101105,8.68,9.1,8.43,9,919100
EHTH,20101105,14.22,14.32,13.97,14.26,159700
EIHI,20101105,11.2,11.2,11.06,11.1,84700
ELGX,20101105,6.26,6.26,5.99,6.02,306700
ELMD,20101105,3.48,3.7,3.45,3.67,9700
ELMG,20101105,19.96,19.99,18.49,19,72200
ELNK,20101105,9.18,9.29,9.09,9.27,1672600
ELON,20101105,8.92,9.09,8.64,8.7,248000
ELOS,20101105,11,11.03,10.89,10.91,45700
ELOY,20101105,6.75,6.95,6.75,6.83,12500
ELRC,20101105,15.64,15.68,15.53,15.59,14500
ELSE,20101105,4.05,4.18,4.05,4.18,2800
ELTK,20101105,1.32,1.32,1.23,1.29,23800
EMCI,20101105,21.76,22.2,21.35,21.73,13900
EMFN,20101105,31.15,31.15,30.99,30.99,1000
EMIF,20101105,34.9,34.9,34.55,34.76,33300
EMITF,20101105,13.68,13.7,13.67,13.7,700
EMKR,20101105,1.26,1.29,1.22,1.27,746400
EMMS,20101105,0.79,0.83,0.78,0.8,223700
EMMSP,20101105,14,14,14,14,500
EMMT,20101105,27.78,27.84,27.7,27.7,2900
ENDP,20101105,35.83,36.14,35.62,35.89,1284900
ENER,20101105,4.49,4.58,4.43,4.46,679200
ENG,20101105,2.61,2.8,2.61,2.79,95600
ENMD,20101105,3.9,4.12,3.9,4.12,43100
ENOC,20101105,29.8,31.49,29.8,30.72,357800
ENSG,20101105,20.52,21.4,20.36,21.19,173600
ENTG,20101105,6.24,6.38,6.18,6.38,1382100
ENTR,20101105,8.97,9.25,8.77,9.15,2761100
ENWV,20101105,2.28,2.34,2.28,2.34,5600
ENZN,20101105,10.71,10.93,10.6,10.84,894300
EONC,20101105,2.25,2.4,2.18,2.38,84000
EPAX,20101105,11.39,11.42,11.17,11.19,32500
EPAY,20101105,18.57,19.17,18.4,18.88,962900
EPCT,20101105,0.6,0.6,0.56,0.6,177300
EPHC,20101105,13.6,13.9,13.56,13.88,60600
EPIC,20101105,9.49,9.57,9.37,9.51,190600
EPIQ,20101105,12.42,12.55,12.42,12.45,185200
EQIX,20101105,84.19,84.48,82.58,83.27,2310200
ERES,20101105,7.83,8.39,7.56,7.56,585700
ERIC,20101105,10.89,10.91,10.8,10.89,3085600
ERIE,20101105,60.2,61,59.35,60.99,43300
ERII,20101105,3.42,3.61,3.33,3.57,678100
EROC,20101105,7.42,7.58,7.2,7.34,815100
EROCW,20101105,1.79,1.85,1.64,1.75,142900
ERTS,20101105,15.87,16.39,15.6,16.33,8193800
ESBF,20101105,14.86,14.99,14.71,14.92,10800
ESEA,20101105,4.1,4.16,4.04,4.15,44400
ESGR,20101105,86.66,86.66,84.55,84.72,23900
ESIC,20101105,3.73,3.89,3.65,3.86,106700
ESIO,20101105,12.99,13.12,12.8,13.11,50500
ESLR,20101105,0.92,0.95,0.92,0.93,1443300
ESLT,20101105,52.83,53.3,52.83,53.2,9100
ESMC,20101105,1.49,1.51,1.46,1.5,9800
ESRX,20101105,52.4,53.15,52.1,52.76,3777100
ESSA,20101105,13.03,13.06,12.89,13.02,16100
ESSX,20101105,4.5,4.79,4.5,4.5,19900
ETFC,20101105,14.9,15.8,14.89,15.3,5035800
ETRM,20101105,1.97,2.02,1.95,1.99,27300
EUFN,20101105,23.69,23.77,23.46,23.49,2500
EURX,20101105,10.86,11.95,10.69,11.69,490700
EVBN,20101105,14.01,14.13,13.52,14.12,2200
EVBS,20101105,3.92,3.92,3.8,3.8,200
EVEP,20101105,38,38.51,37.5,38.51,311500
EVOL,20101105,7.83,7.84,7.61,7.79,73200
EWBC,20101105,18.52,19.33,18.51,18.82,826700
EXAC,20101105,16.27,16.48,15.87,16.38,43900
EXAR,20101105,6.9,6.95,6.8,6.9,101700
EXAS,20101105,6.29,6.58,6.27,6.52,2313600
EXEL,20101105,4.3,4.55,4.3,4.36,792800
EXFO,20101105,5.97,6.04,5.93,6.04,19300
EXLP,20101105,23.51,24.01,23.14,24.01,177600
EXLS,20101105,20.73,20.73,19.86,20.29,159600
EXPD,20101105,51.89,52.28,51.6,51.78,1519500
EXPE,20101105,27.34,27.82,27.19,27.3,8344700
EXPO,20101105,34.16,34.3,33.84,34.25,26500
EXTR,20101105,3.05,3.07,2.99,3.03,561500
EXXI,20101105,23.13,23.23,22.96,23.17,406500
EZCH,20101105,25.11,25.77,25.05,25.36,303700
EZPW,20101105,22.9,24.54,22.88,24.47,1183800
FABK,20101105,10.95,10.95,10.95,10.95,6600
FACE,20101105,3.95,3.95,3.76,3.76,31100
FALC,20101105,2.58,2.59,2.52,2.53,252900
FARM,20101105,17.32,17.32,16.8,17.05,11400
FARO,20101105,26.43,27.21,26.38,26.94,121700
FAST,20101105,53.93,54,53.48,53.74,505800
FBCM,20101105,3.7,3.81,3.68,3.76,113300
FBIZ,20101105,10.5,11.2,10.5,11.2,2800
FBMI,20101105,4.88,5.25,4.81,5.25,19400
FBNC,20101105,14.38,14.38,14,14.11,28300
FBSS,20101105,13.05,13.05,12.75,13,1700
FCAL,20101105,2.57,2.65,2.55,2.59,35200
FCAP,20101105,15.75,15.8,15.7,15.7,300
FCBC,20101105,14.02,14.02,13.67,13.86,24900
FCCO,20101105,5.35,5.35,5.03,5.1,2800
FCCY,20101105,7.8,8.1,7.8,8,9700
FCEC,20101105,6.35,6.35,6.31,6.32,12500
FCEL,20101105,1.29,1.29,1.24,1.27,1219700
FCFC,20101105,8.5,8.59,8.17,8.44,3800
FCFL,20101105,1.57,1.58,1.29,1.58,7500
FCFS,20101105,29.5,30.1,29.45,29.94,270900
FCHI,20101105,56.36,56.9,56.36,56.9,18000
FCLF,20101105,6.38,6.4,6.38,6.4,27000
FCNCA,20101105,192.57,195,189.07,195,5700
FCVA,20101105,3.5,3.5,3.5,3.5,400
FCZA,20101105,4.27,4.4,4.06,4.38,18700
FDEF,20101105,11.39,11.78,11.39,11.78,28500
FDML,20101105,20.05,20.47,19.66,19.93,179000
FEED,20101105,3.12,3.23,3.06,3.17,1578400
FEIC,20101105,23.89,24.03,23.12,23.24,488800
FEIM,20101105,6.04,6.39,6.03,6.3,13600
FELE,20101105,36,36.54,35.73,36.38,89800
FFBC,20101105,17.75,18.31,17.58,17.69,372000
FFBCW,20101105,7.15,7.22,7,7,19000
FFBH,20101105,1.93,1.99,1.93,1.93,8900
FFCH,20101105,11.48,11.68,11.16,11.17,77400
FFCO,20101105,12.75,12.95,12.56,12.9,7800
FFEX,20101105,3.04,3.2,3.04,3.07,48300
FFFD,20101105,14.49,14.79,14.4,14.7,3100
FFHL,20101105,1.8,1.88,1.75,1.88,14700
FFHS,20101105,14.19,14.19,14.19,14.19,200
FFIC,20101105,14.1,14.51,14.05,14.45,122400
FFIN,20101105,49.99,50.42,48.11,49.45,121000
FFIV,20101105,121.92,124.22,119.32,123,2098000
FFKT,20101105,4.58,4.95,4.55,4.95,6500
FFKY,20101105,4.08,4.1,3.88,3.92,4200
FFNM,20101105,2.59,2.6,2.48,2.6,900
FFNW,20101105,3.7,3.9,3.7,3.83,30000
FHCO,20101105,6.15,6.46,6.13,6.43,153000
FIBK,20101105,13.07,13.25,12.96,13.02,229400
FINL,20101105,16,16.45,15.98,16.17,534900
FIRE,20101105,24.87,25.06,24.52,25.02,470700
FISI,20101105,18.75,18.75,18.39,18.66,17700
FISV,20101105,55.64,55.93,55.36,55.78,675600
FITB,20101105,13.44,13.93,12.95,13.03,29407900
FITBP,20101105,139.71,141.04,136.45,136.45,7200
FIZZ,20101105,14.6,14.63,14.5,14.55,17500
FLEX,20101105,7.2,7.23,7.15,7.21,3789800
FLIC,20101105,25.82,26,25.12,26,55100
FLIR,20101105,28.44,28.61,28.19,28.61,983200
FLML,20101105,7.2,7.72,7.2,7.52,43400
FLOW,20101105,3.33,3.37,3.2,3.29,265000
FLWS,20101105,1.97,2.03,1.9,2.01,238500
FLXS,20101105,15.01,15.72,14.99,15.58,15100
FMAR,20101105,0.7,0.73,0.7,0.72,12400
FMBI,20101105,11.15,11.94,11.06,11.36,373300
FMCN,20101105,26.09,26.65,25.99,26,812900
FMER,20101105,18.43,18.95,18.25,18.73,1272300
FMFC,20101105,3.91,4.06,3.91,4.03,12600
FNBN,20101105,0.47,0.48,0.46,0.47,33400
FNDT,20101105,14.36,14.42,14.09,14.33,43100
FNFG,20101105,12.25,12.52,12.21,12.44,2439200
FNGN,20101105,14.72,15.45,14.56,15.04,133600
FNLC,20101105,14.81,14.85,14.4,14.8,12900
FNSR,20101105,18.46,19.59,18.33,19.29,2994200
FOLD,20101105,4.32,4.49,4.26,4.3,12700
FONR,20101105,1.22,1.29,1.22,1.26,18500
FORD,20101105,3.53,3.64,3.45,3.55,42100
FORM,20101105,10.62,10.74,10.36,10.53,525800
FORR,20101105,34.71,34.75,34.31,34.41,68000
FORTY,20101105,14.7,14.9,14.51,14.7,5100
FOSL,20101105,61.29,62.31,61.11,62.22,504100
FPBI,20101105,1.03,1.03,1,1.03,9300
FPFC,20101105,2.85,2.85,2.54,2.55,33300
FPIC,20101105,38.28,38.76,37.52,38.59,28800
FPTB,20101105,11.8,12.07,11.44,11.5,23900
FRBK,20101105,2.11,2.2,2.11,2.2,68600
FRCCO,20101105,25.15,25.15,24.95,25,7900
FRED,20101105,12.51,12.79,12.25,12.42,130200
FREE,20101105,4.8,4.83,4.66,4.77,32800
FREEZ,20101105,0.02,0.02,0.02,0.02,5000
FRME,20101105,9.1,9.13,8.8,8.89,51600
FRPT,20101105,5.21,5.24,5.17,5.23,1251500
FSBI,20101105,5.79,6,5.79,6,3300
FSBK,20101105,10.13,10.3,10.08,10.23,13900
FSCI,20101105,19,19.15,18.84,19.04,27900
FSFG,20101105,14.25,14.5,14.25,14.5,9800
FSGI,20101105,1.37,1.48,1.27,1.45,21500
FSII,20101105,2.99,3.17,2.95,3.13,686900
FSIN,20101105,10.48,10.57,10.29,10.35,835900
FSLR,20101105,135.83,140.79,135.7,138.83,1879600
FSRV,20101105,26.94,27.33,26.92,27.27,20000
FSTR,20101105,35.62,36.01,35.5,35.73,16500
FSYS,20101105,38.16,38.4,35.81,36.47,1057200
